Companies,SectorCategory,HQ_Country,Countries_Filled,Backdate,Responded,German,Regions,Response.Sectors,Responded.To,Tags
Absa,Financial services,ZM,MZ,2025-03-28,Yes,0,NA,Finance & banking,Mozambique: CSOs call on 31 financial institutions to withdraw financial support for TotalEnergies’ Mozambique LNG project; incl. cos. responses & non-responses,Land Rights|Violence
Nedbank Ltd,Financial services,GB,MZ,2025-04-01,No,0,NA,Finance & banking,Mozambique: CSOs call on 31 financial institutions to withdraw financial support for TotalEnergies’ Mozambique LNG project; incl. cos. responses & non-responses,Land Rights|Violence
Rand Merchant Bank (part of FirstRand Group),Financial services,ZA,MZ,2025-03-28,Yes,0,NA,Finance & banking,Mozambique: CSOs call on 31 financial institutions to withdraw financial support for TotalEnergies’ Mozambique LNG project; incl. cos. responses & non-responses,Land Rights|Violence
Standard Bank,Financial services,ZA,MZ,2025-03-21,Yes,0,NA,Finance & banking,Mozambique: CSOs call on 31 financial institutions to withdraw financial support for TotalEnergies’ Mozambique LNG project; incl. cos. responses & non-responses,Land Rights|Violence
Export Crédit Insurance Corporation of South Africa SOC Ltd,Financial services,ZA,MZ,2025-03-20,Yes,0,NA,Finance & banking,Mozambique: CSOs call on 31 financial institutions to withdraw financial support for TotalEnergies’ Mozambique LNG project; incl. cos. responses & non-responses,Land Rights|Violence
Development Bank of Southern Africa (BDSA),Financial services,ZA,MZ,2025-04-01,No,0,NA,Finance & banking,Mozambique: CSOs call on 31 financial institutions to withdraw financial support for TotalEnergies’ Mozambique LNG project; incl. cos. responses & non-responses,Land Rights|Violence
Industrial Development Corporation of South Africa,Financial services,ZA,MZ,2025-04-01,No,0,NA,Finance & banking,Mozambique: CSOs call on 31 financial institutions to withdraw financial support for TotalEnergies’ Mozambique LNG project; incl. cos. responses & non-responses,Land Rights|Violence
Export–Import Bank of Thailand,Financial services,TH,MZ,2025-04-01,No,0,NA,Finance & banking,Mozambique: CSOs call on 31 financial institutions to withdraw financial support for TotalEnergies’ Mozambique LNG project; incl. cos. responses & non-responses,Land Rights|Violence
Standard Chartered,Financial services,GB,MZ,2025-03-20,Yes,0,NA,Finance & banking,Mozambique: CSOs call on 31 financial institutions to withdraw financial support for TotalEnergies’ Mozambique LNG project; incl. cos. responses & non-responses,Land Rights|Violence
UK Export Finance,Financial services,GB,MZ,2025-03-25,Yes,0,NA,Finance & banking,Mozambique: CSOs call on 31 financial institutions to withdraw financial support for TotalEnergies’ Mozambique LNG project; incl. cos. responses & non-responses,Land Rights|Violence
J.P. Morgan (part of JPMorgan Chase),Financial services,US,MZ,2025-04-01,No,0,NA,Finance & banking,Mozambique: CSOs call on 31 financial institutions to withdraw financial support for TotalEnergies’ Mozambique LNG project; incl. cos. responses & non-responses,Land Rights|Violence
Export Import Bank of the United States,Financial services,US,MZ,2025-03-25,Yes,0,NA,Finance & banking,Mozambique: CSOs call on 31 financial institutions to withdraw financial support for TotalEnergies’ Mozambique LNG project; incl. cos. responses & non-responses,Land Rights|Violence
US International Development Finance Corp (DFC),Financial services,US,MZ,2025-03-31,Yes,0,NA,Finance & banking,Mozambique: CSOs call on 31 financial institutions to withdraw financial support for TotalEnergies’ Mozambique LNG project; incl. cos. responses & non-responses,Land Rights|Violence
Export-Import Bank of Korea,Financial services,KR,MZ,2025-04-01,No,0,NA,Finance & banking,Mozambique: CSOs call on 31 financial institutions to withdraw financial support for TotalEnergies’ Mozambique LNG project; incl. cos. responses & non-responses,Land Rights|Violence
Korea Development Bank (KDB),Financial services,KR,MZ,2025-04-01,No,0,NA,Finance & banking,Mozambique: CSOs call on 31 financial institutions to withdraw financial support for TotalEnergies’ Mozambique LNG project; incl. cos. responses & non-responses,Land Rights|Violence
TotalEnergies (formerly Total),Extractive,FR,MZ,2025-03-31,Yes,0,NA,Finance & banking,Mozambique: CSOs call on 31 financial institutions to withdraw financial support for TotalEnergies’ Mozambique LNG project; incl. cos. responses & non-responses,Land Rights|Violence
South American Football Confederation (CONMEBOL),Infrastructure and utilities,PY,BR,2025-04-01,No,0,NA,Major Sporting Events,Brazil: Soccer clubs point to lack of concrete action by Conmebol after episodes of racism,"Complicity|Racial, caste and ethnic groups|Racial, ethnicity, caste or origin discrimination"
FIFA,Other,CH,BR,2025-04-01,Yes,0,NA,Major Sporting Events,Brazil: Soccer clubs point to lack of concrete action by Conmebol after episodes of racism,"Complicity|Racial, caste and ethnic groups|Racial, ethnicity, caste or origin discrimination|Sanctions"
MediCeram,Heavy manufacturing,MY,MY,2025-04-02,Yes,0,NA,Manufacturing: General,Malaysia: Glove maker YTY to engage supplier Mediceram over alleged systemic forced labour of Bangladeshi workers; incl. co. response,Forced Labour & Modern Slavery|Migrants & Immigrants
PVH (Phillips-Van Heusen),Retail and consumer products,US,BD,2025-04-02,No,0,NA,Clothing & textile,"Bangladesh: Beximco Group closes down 16 textile factories, laying off 40,000 workers; incl. co. responses",Labour Rights|Purchasing practices
Authentic Brands Group|Reebok (part of Authentic Brands Group),Retail and consumer products,US,IL|PS,2025-04-02,No,0,NA,"Sports: General|Sports teams, clubs & leagues","Israel/OPT: Reebok signs sponsorship deal with Israel Football Association, accused of complicity in occupation of Palestine by including teams in illegal settlements; incl. co. non-response",Boycotts|Complicity|Genocide|Security Issues & Conflict Zones
Grupo Gruma,Food and beverage,MX,MX|RU,2025-04-02,No,0,Europe & Central Asia,Food & beverage,NA,Complicity|Sanctions|Security Issues & Conflict Zones|Trade
Orbia (formerly Mexichem),Pharmaceutical and chemical,MX,MX|RU,2025-04-02,No,0,Europe & Central Asia,Chemical: General,NA,Complicity|Sanctions|Security Issues & Conflict Zones|Trade
Binbit,Information technology,MX,MX|RU,2025-04-02,No,0,Europe & Central Asia,"Technology, telecom & electronics",NA,Complicity|Sanctions|Security Issues & Conflict Zones|Trade
Kidzania,Other,MX,MX|RU,2025-04-02,No,0,Europe & Central Asia,Entertainment,NA,Complicity|Sanctions|Security Issues & Conflict Zones|Trade
Grupo Omnilife,Food and beverage,MX,MX|RU,2025-04-02,No,0,Europe & Central Asia,Food & beverage,NA,Complicity|Sanctions|Security Issues & Conflict Zones|Trade
Grupo Bimbo,Food and beverage,MX,MX|RU,2025-04-02,No,0,Europe & Central Asia,Food & beverage,NA,Complicity|Sanctions|Security Issues & Conflict Zones|Trade
Cemex,Heavy manufacturing,MX,MX|RU,2025-04-02,No,0,Europe & Central Asia,Cement,NA,Complicity|Sanctions|Security Issues & Conflict Zones|Trade
Lacteos San Ignacio,Food and beverage,AR,AR|RU,2025-04-02,No,0,Europe & Central Asia,Food & beverage,NA,Complicity|Sanctions|Security Issues & Conflict Zones|Trade
Ledesma,Food and beverage,AR,AR|RU,2025-04-02,No,0,Europe & Central Asia,Sugar,NA,Complicity|Sanctions|Security Issues & Conflict Zones|Trade
WEG S.A.,Information technology,BR,BR|RU,2025-04-02,No,0,Europe & Central Asia,Energy|Engineering|Technology: Automation,NA,Complicity|Sanctions|Security Issues & Conflict Zones|Trade
HStern,Retail and consumer products,BR,BR|RU,2025-04-02,No,0,Europe & Central Asia,Jewellery,NA,Complicity|Sanctions|Security Issues & Conflict Zones|Trade
Natura & Co,Retail and consumer products,BR,BR|RU,2025-04-02,No,0,Europe & Central Asia,Cosmetics,NA,Complicity|Sanctions|Security Issues & Conflict Zones|Trade
Embraer,Infrastructure and utilities,BR,BR|RU,2025-04-02,No,0,Europe & Central Asia,Aircraft/Airline,NA,Complicity|Sanctions|Security Issues & Conflict Zones|Trade
Romi,Information technology,BR,BR|RU,2025-04-02,No,0,Europe & Central Asia,"Manufacturing: General|Technology, telecom & electronics",NA,Complicity|Sanctions|Security Issues & Conflict Zones|Trade
Petroleum Oil and Gas Corporation of South Africa (PetroSA),Extractive,ZA,RU|ZA,2025-04-02,No,0,Europe & Central Asia,"Oil, gas & coal",NA,Complicity|Sanctions|Security Issues & Conflict Zones|Trade
South African Nuclear Energy Corporation (Necsa),Extractive,ZA,RU|ZA,2025-04-02,No,0,Europe & Central Asia,"Oil, gas & coal",NA,Complicity|Sanctions|Security Issues & Conflict Zones|Trade
Panasonic|Panasonic Holdings Corp,Information technology,JP,CN,2025-03-31,Yes,0,NA,Battery,China: Battery and bus manufacturers accused of connection to forced labor practices,Forced Labour & Modern Slavery|Labour Rights
Aspen Pharmacare,Pharmaceutical and chemical,ZA,RU|ZA,2025-04-03,Yes,0,Europe & Central Asia,Pharmaceutical,NA,Complicity|Sanctions|Security Issues & Conflict Zones|Trade
Cisco Systems,Information technology,US,IL|PS,2025-04-08,No,0,NA,"Technology, telecom & electronics",Cisco under scrutiny for providing technology to Israeli military and police amid CSO calls for accountability,"Racial, caste and ethnic groups|Security Issues & Conflict Zones|Surveillance"
Amazon.com,Other,US,CA,2025-04-06,Yes,0,NA,Shipping & handling: General,"Canada: Investors express concerns to Amazon over abrupt closures of warehouse & delivery sites, alleged union busting, & impacts to estimated 3,000 workers; incl. co. response",Dismissal|Freedom of Association|Impacts on Livelihoods|Labour Rights|Right to Unionisation|Workers/Employees
Grubhub,Food and beverage,US,US,2025-04-08,No,0,NA,Express delivery,USA: Gig companies fail to respond to gendered risks incl. health impacts & sexual harassment without labour protections for women gig workers,Freedom of Assembly|Freedom of Association|Gig Economy|Women
DoorDash,Food and beverage,US,US,2025-04-08,No,0,NA,Express delivery,USA: Gig companies fail to respond to gendered risks incl. health impacts & sexual harassment without labour protections for women gig workers,Freedom of Assembly|Freedom of Association|Gig Economy|Women
Relay Delivery,Food and beverage,US,US,2025-04-08,No,0,NA,Express delivery,USA: Gig companies fail to respond to gendered risks incl. health impacts & sexual harassment without labour protections for women gig workers,Freedom of Assembly|Freedom of Association|Gig Economy|Women
Espressolab,Food and beverage,TR,TR,2025-04-04,Yes,0,NA,Coffee,Türkiye: Opposition leader calls for boycott of cos. perceived as close to President Erdoğan following arrest of Istanbul mayor; incl. co. response & non-response,Boycotts|Protests
Doğuş Group,Other,TR,TR,2025-04-08,No,0,NA,Diversified/Conglomerates,Türkiye: Opposition leader calls for boycott of cos. perceived as close to President Erdoğan following arrest of Istanbul mayor; incl. co. response & non-response,Boycotts|Protests
PT. QMB New Energy Materials,Extractive,ID,ID,2025-04-08,Yes,0,NA,Construction|Metals & steel,Indonesia: China Labor Watch report highlights labour concerns at various Chinese nickel processing facilities,Just transition|Labour Rights|Occupational Health & Safety|Wage Theft
BlackRock,Financial services,US,FR,2025-04-10,No,0,Europe & Central Asia,Finance & banking|Investment,"EU: ""Unprecedented"" lobbying from financial sector left industry ""largely exempt"" from CSDDD, says report; incl. co. non-response",EU & European Parliament|European Union|Human Rights and Environmental Due Diligence (HREDD)|Mandatory Due Diligence (mHREDD)
Cisco Systems,Information technology,US,IL|PS,2025-04-10,Yes,0,NA,"Technology, telecom & electronics",Cisco under scrutiny for providing technology to Israeli military and police amid CSO calls for accountability,"Racial, caste and ethnic groups|Security Issues & Conflict Zones|Surveillance"
Minerals and Metals Group (MMG) (part of China Minmetals),Extractive,AU,PE,2025-04-09,Yes,0,Americas,Mining,Perú: Comuneros alegan invasión de tierras y represión en conflicto con Las Bambas,"Clean, Healthy & Sustainable Environment|Impact Assessment|Impacts on Livelihoods|Injuries|Insufficient/inadequate consultation|Protests|State armed forces|Violence|Water pollution"
Téléperformance,Information technology,FR,PT,2025-04-03,Yes,0,Europe & Central Asia,Technology: Artificial Intelligence (AI)|Technology: General|Technology: Internet & social media|Technology: Software & Services,"Europe: Outsourced & migrant content moderators report severe, detrimental mental health impacts after viewing extreme, violent & graphic social media content; incl. co. responses",Mental Health|Occupational Health & Safety|Surveillance
Telus,Information technology,CA,CA,2025-04-15,No,0,Europe & Central Asia,Technology: Artificial Intelligence (AI)|Technology: General|Technology: Internet & social media|Technology: Software & Services,"Europe: Outsourced & migrant content moderators report severe, detrimental mental health impacts after viewing extreme, violent & graphic social media content; incl. co. responses",Mental Health|Occupational Health & Safety|Surveillance
Accenture,Financial services,IE,IE,2025-04-09,Yes,0,Europe & Central Asia,Technology: Artificial Intelligence (AI)|Technology: General|Technology: Internet & social media|Technology: Software & Services,"Europe: Outsourced & migrant content moderators report severe, detrimental mental health impacts after viewing extreme, violent & graphic social media content; incl. co. responses",Occupational Health & Safety|Personal Health|Surveillance
Appen,Information technology,AU,US,2025-04-11,Yes,0,Europe & Central Asia,Technology: Artificial Intelligence (AI)|Technology: General|Technology: Internet & social media|Technology: Software & Services,"Europe: Outsourced & migrant content moderators report severe, detrimental mental health impacts after viewing extreme, violent & graphic social media content; incl. co. responses",Occupational Health & Safety|Personal Health|Surveillance
